restaurant_name,inspection_type,inspection_date,inspection_score,street_number,street_name,street_unit,zip_code,street_address,inspection_month,inspection_year,lat,long,Unique Join
EL PAISANO,Routine,11/20/2019,88,2903,LOMBARDY,,75220,718 W JEFFERSON BLVD,Nov 2019,FY2020,32.866403,-96.876632,
EL PAISANO,Routine,11/25/2019,84,2911,LOMBARDY,#101,75220,7325 GASTON AVE #110,Nov 2019,FY2020,32.866405,-96.876324,
EL PAISANO,Routine,11/20/2019,85,2911,LOMBARDY,#A-1,75229,7331 GASTON AVE #100,Nov 2019,FY2020,32.866405,-96.876324,
EL PAISANO,Routine,08/07/2019,80,305,CARROLL,100,75226,8210 WALNUT HILL LN #140,Aug 2019,FY2019,32.790136,-96.765871,
EL PAISANO,Routine,05/22/2019,86,2903,LOMBARDY,,75220,719 N MONTCLAIR AVE,May 2019,FY2019,32.866403,-96.876632,
EL PAISANO,Routine,05/22/2019,89,2911,LOMBARDY,#101,75220,7328 GASTON AVE,May 2019,FY2019,32.866405,-96.876324,
EL PAISANO,Routine,05/15/2019,74,2911,LOMBARDY,#101,75220,733 S BUCKNER BLVD,May 2019,FY2019,32.866405,-96.876324,
EL PAISANO,Routine,05/11/2019,64,2911,LOMBARDY,#101,75220,7331 GASTON AVE,May 2019,FY2019,32.866405,-96.876324,
EL PAISANO,Routine,05/22/2019,98,2911,LOMBARDY,#A-1,75229,7331 GASTON AVE #130,May 2019,FY2019,32.866405,-96.876324,
EL PAISANO,Routine,02/26/2019,90,305,CARROLL,100,75226,8220 SPRING VALLEY RD #101,Feb 2019,FY2019,32.790136,-96.765871,
EL PARAISO RESTAURANT & BAR,Routine,11/11/2019,86,3373,LOMBARDY,,75220,9600 WHARF,Nov 2019,FY2020,32.866454,-96.867149,
EL PARAISO RESTAURANT & BAR,Routine,11/04/2019,75,3373,LOMBARDY,,75220,9600 WHARF RD,Nov 2019,FY2020,32.866454,-96.867149,
EL PARAISO RESTAURANT & BAR,Routine,09/11/2019,77,3373,LOMBARDY,,75220,9602 SCYENE RD,Sep 2019,FY2019,32.866454,-96.867149,
EL PARAISO RESTAURANT & BAR,Routine,03/03/2019,93,3373,LOMBARDY,,75220,9606 C F HAWN FRWY,Mar 2019,FY2019,32.866454,-96.867149,
EL PATRON SPORTS BAR,Routine,05/10/2019,95,10571,DENTON,,75220,11255 GARLAND RD #200,May 2019,FY2019,32.867835,-96.880185,
EL PODER,Routine,06/21/2019,85,2534,ROYAL,#G-5,75229,5427 EAST GRAND AVE,Jun 2019,FY2019,32.895959,-96.894538,
EL POLLITO LOCO,Routine,09/05/2019,91,3068,FOREST,201,75234,8228 MADDOX AVE,Sep 2019,FY2019,32.90963,-96.873581,
EL POLLITO LOCO,Routine,03/11/2019,81,3068,FOREST,201,75234,8231 PARK LN,Mar 2019,FY2019,32.90963,-96.873581,
EL POLLO FRIED CHICKEN,Routine,10/24/2019,85,2910,RUDER,#B,75212,729 W JEFFERSON BLVD,Oct 2019,FY2020,32.778217,-96.918664,
EL POLLO FRIED CHICKEN,Routine,04/04/2019,81,2910,RUDER,#B,75212,7300 S COCKRELL HILL RD,Apr 2019,FY2019,32.778217,-96.918664,
EL POLLO REGIO,Routine,12/04/2019,88,11322,GARLAND,,75218,12950 COIT RD,Dec 2019,FY2020,32.848707,-96.683745,
EL POLLO REGIO,Routine,10/28/2019,86,12107,ABRAMS,,75243,1700 W TENTH ST,Oct 2019,FY2020,32.913111,-96.73552,
EL POLLO REGIO,Routine,10/17/2019,91,1939,BUCKNER,,75217,3230 W DAVIS ST,Oct 2019,FY2020,32.745638,-96.682961,
EL POLLO REGIO,Routine,10/31/2019,88,2716,DAVIS,,75211,6130 GREENVILLE AVE #100,Oct 2019,FY2020,32.749506,-96.863021,
EL POLLO REGIO,Routine,09/17/2019,73,1939,BUCKNER,,75217,3230 W MOCKINGBIRD LN,Sep 2019,FY2019,32.745638,-96.682961,
