restaurant_name,inspection_type,inspection_date,inspection_score,zip_code,street_address,inspection_month,inspection_year
NORTHWOOD CC EMPLOYEE LUNCHROOM,Routine,02/21/2018,96,75240,6315 ALPHA RD,Feb 2018,FY2018
NY PIZZA PALACE,Routine,07/20/2017,92,75248,5403 ARAPAHO RD #115,Jul 2017,FY2017
JUSMEX,Routine,05/11/2017,87,75201,400 N ST PAUL ST #110,May 2017,FY2017
RESIDENT TAQUERIA,Routine,01/22/2019,93,75238,9661 AUDELIA RD #112,Jan 2019,FY2019
K-BIBA  INVESTMENTS,Routine,12/19/2017,92,75243,10544 WALNUT ST #106,Dec 2017,FY2018
FRUITLANDIA,Routine,10/07/2018,84,75220,10788 HARRY HINES BLVD #G-8,Oct 2018,FY2019
PACKING HOUSE MARKET,Routine,02/27/2019,94,75215,3117 S MALCOLM X BLVD,Feb 2019,FY2019
TORTERIA LA HECHICERA,Routine,08/09/2018,92,75235,5611 MAPLE AVE #A,Aug 2018,FY2018
ACADEMY OF DALLAS,Routine,05/19/2017,86,75232,1030 OAK PARK DR,May 2017,FY2017
CHELSEA CORNER,Routine,04/07/2017,81,75205,4830 MCKINNEY AVE,Apr 2017,FY2017
SAVORY CATERING,Routine,11/06/2018,82,75204,3500 MAPLE AVE #110,Nov 2018,FY2019
FAMILY DOLLAR #1457,Routine,01/09/2018,90,75232,1153 W CAMP WISDOM RD,Jan 2018,FY2018
EL RIO GRANDE SUPER MERCADO #3 BAKERY,Routine,10/13/2016,85,75211,2515 W JEFFERSON BLVD #300,Oct 2016,FY2017
A STEP UP,Routine,07/26/2017,89,75229,3720 WALNUT HILL LN #115,Jul 2017,FY2017
BIRRIERIA AGUINAGA,Routine,07/05/2018,85,75220,2829 W NORTHWEST HWY #520,Jul 2018,FY2018
MANNY'S UPTOWN TEX MEX BAR,Routine,08/18/2018,88,75204,3521 OAK GROVE AVE,Aug 2018,FY2018
PAUL'S SHOP N GO,Routine,12/19/2018,98,75215,1909 S CESAR CHAVEZ BLVD,Dec 2018,FY2019
AMIGO'S FOOD STORE,Routine,07/26/2018,96,75223,722 S BEACON ST 100,Jul 2018,FY2018
CASA LINDA SALVADORIAN CUISINE LLC,Routine,03/19/2019,86,75218,11255 GARLAND RD #1330,Mar 2019,FY2019
PEAK PREPARATORY SECONDARY SCHOOL 3,Routine,10/01/2018,86,75204,4600 BRYAN ST BLDG 3,Oct 2018,FY2019
RITZ CARLTON HOTEL-BACK BQT KITCHEN,Routine,11/29/2016,96,75201,2121 MCKINNEY AVE #101,Nov 2016,FY2017
SOUTH OAK CLIFF H S,Routine,11/17/2017,86,75216,3601 S MARSALIS AVE,Nov 2017,FY2018
OAKCLIFF BIBLE FELLOWSHIP-SNACK BAR,Routine,10/26/2018,95,75232,1660 W CAMP WISDOM RD,Oct 2018,FY2019
HEB CENTRAL MKT/DELI,Routine,10/25/2016,92,75230,10720 PRESTON RD STE #1018,Oct 2016,FY2017
EL POLLO REGIO,Routine,04/26/2019,75,75218,11322 GARLAND RD,Apr 2019,FY2019
THAI THAI,Follow-up,07/31/2018,83,75206,1731 GREENVILLE AVE,Jul 2018,FY2018
KITCHEN - JOULE MAIN KITCHEN,Routine,12/20/2017,99,75201,1530 MAIN ST,Dec 2017,FY2018
VELVET TACO,Routine,04/09/2018,93,75206,4622 GREENVILLE AVE,Apr 2018,FY2018
MATCHBOX,Routine,02/01/2018,87,75231,7859 WALNUT HILL LN #140,Feb 2018,FY2018
NORTHGATE HOLDINGS LLC,Routine,10/11/2018,99,75225,8687 N CENTRAL EXPW #2330,Oct 2018,FY2019
HILTON DALLAS LINCOLN CENTRE - MAIN KITCHEN,Routine,02/12/2019,89,75240,5410 LBJ FRWY,Feb 2019,FY2019
CARMINE'S PIZZERIA,Routine,12/14/2016,90,75248,7615 CAMPBELL RD #104,Dec 2016,FY2017
RELISH,Routine,08/28/2018,94,75201,2000 WOODALL RODGERS FRWY #200,Aug 2018,FY2018
PETER PIPER PIZZA,Routine,03/12/2019,93,75208,729 W JEFFERSON BLVD,Mar 2019,FY2019
FAMILY DOLLAR #3735,Routine,02/02/2017,93,75228,3402 N BUCKNER BLVD,Feb 2017,FY2017
TEN BELLS TAVERN,Routine,07/27/2017,84,75208,232 W SEVENTH ST,Jul 2017,FY2017
STUDIO BAR & GRILL,Routine,12/06/2017,87,75215,1135 S LAMAR ST,Dec 2017,FY2018
WILLIE'S,Routine,04/03/2017,94,75223,1105 S BEACON ST,Apr 2017,FY2017
PICK QUICK DELI MART 2,Routine,09/22/2017,95,75232,8101 S POLK ST,Sep 2017,FY2017
ONE STOP LUCKY FOOD MART,Routine,06/16/2017,80,75233,2412 W LEDBETTER DR,Jun 2017,FY2017
HIGHLAND SPRINGS - FOUNTAIN VIEW,Routine,04/25/2018,100,75252,7910 FRANKFORD RD,Apr 2018,FY2018
WESTIN (PASTRY),Routine,07/29/2017,98,75251,12720 MERIT DR,Jul 2017,FY2017
TEXAS CAN ACADEMY @ PLEASANT GROVE,Routine,04/24/2018,97,75217,1227 MASTERS DR,Apr 2018,FY2018
CHELSEA CORNER,Routine,03/20/2018,86,75205,4830 MCKINNEY AVE,Mar 2018,FY2018
CHEF CASE AREA,Routine,01/30/2018,97,75209,5600 W LOVERS LN 136,Jan 2018,FY2018
TACO CABANA #705,Routine,12/21/2017,75,75206,1827 GREENVILLE AVE,Dec 2017,FY2018
7-ELEVEN,Routine,04/11/2018,87,75208,1023 S HAMPTON RD,Apr 2018,FY2018
GRANDY'S,Routine,08/01/2018,81,75237,3230 W CAMP WISDOM RD,Aug 2018,FY2018
WHATABURGER #827,Routine,02/10/2017,94,75241,8501 S LANCASTER RD,Feb 2017,FY2017
HILTON GARDEN INN (RESTAURANT),Routine,05/15/2017,100,75235,2325 N STEMMONS FRWY,May 2017,FY2017
CBRE CAFETERIA,Routine,11/20/2017,86,75201,2100 MCKINNEY AVE #700,Nov 2017,FY2018
FUJISAN SUSHI,Routine,03/27/2017,91,75238,12000 MCCREE RD,Mar 2017,FY2017
H.E.B. - CENTRAL MARKET (DELI),Routine,05/09/2019,95,75220,4349 W NORTHWEST HWY,May 2019,FY2019
SUBWAY SANDWICHES,Routine,05/31/2018,94,75201,400 N ST PAUL ST #100,May 2018,FY2018
DEEP SUSHI,Routine,06/15/2017,91,75226,2624 ELM ST,Jun 2017,FY2017
MIGALITOS SUPERMERCADO #1,Routine,05/07/2018,92,75253,1050 S BELTLINE RD,May 2018,FY2018
H B GONZALEZ ELEMENTARY SCHOOL,Routine,11/07/2016,92,75217,6610 LAKE JUNE RD,Nov 2016,FY2017
MEAT/RESTAURANT,Routine,02/09/2017,87,75235,8014 HARRY HINES BLVD #A,Feb 2017,FY2017
CITY CAFE TO GO,Routine,04/19/2017,82,75209,5757 W LOVERS LN #103,Apr 2017,FY2017
EXXON RAYYAN,Routine,10/31/2017,80,75216,3003 E ILLINOIS AVE,Oct 2017,FY2018
MOON WOK,Follow-up,01/08/2019,92,75243,8670 SKILLMAN ST,Jan 2019,FY2019
JACK IN THE BOX #3767,Routine,02/09/2019,86,75220,2204 W NORTHWEST HWY,Feb 2019,FY2019
DALLAS 24 HOUR CLUB,Routine,10/26/2018,86,75204,4636 ROSS AVE,Oct 2018,FY2019
WENDY'S #10774,Routine,08/18/2017,91,75238,9680 AUDELIA RD,Aug 2017,FY2017
CHRISTIES SPORTS BAR & DELI,Routine,10/11/2018,93,75204,2811 MCKINNEY AVE #22,Oct 2018,FY2019
GREAT WRAPS GRILL,Routine,02/02/2018,94,75240,13350 DALLAS PKWY #3690,Feb 2018,FY2018
HAMPTON INN & SUITES/ BREAKFAST KITCHEN,Routine,10/04/2017,94,75231,10370 N CENTRAL EXPW,Oct 2017,FY2018
VILLAGE BURGER BAR,Routine,09/26/2018,92,75201,1845 WOODALL RODGERS FRWY #200,Sep 2018,FY2018
SAVOR,Routine,02/26/2018,94,75201,2000 WOODALL RODGERS FRWY #100,Feb 2018,FY2018
DOLLAR GENERAL STORE #11458,Routine,10/16/2017,92,75217,7771 S LOOP 12,Oct 2017,FY2018
MIQUEL'S CANTINA & RESTAU,Routine,01/10/2018,90,75201,214 N AKARD ST,Jan 2018,FY2018
TOM THUMB #3597 BAKERY,Routine,09/25/2017,93,75230,11920 PRESTON RD,Sep 2017,FY2017
TACO CABANA,Routine,04/19/2018,95,75228,9210 E RL THORNTON FRWY,Apr 2018,FY2018
PIZZA HUT,Routine,01/31/2019,87,75220,9753 WEBB CHAPEL RD #300,Jan 2019,FY2019
6866 SHADY BROOK LLC,Routine,10/27/2016,90,75231,6866 SHADY BROOK LN,Oct 2016,FY2017
CHRIST THE KING SCHOOL,Routine,11/30/2017,94,75225,4100 COLGATE AVE,Nov 2017,FY2018
HIBIKI,Routine,04/15/2017,88,75226,2651 COMMERCE ST #120,Apr 2017,FY2017
TACOZ TOLUKA,Routine,04/12/2018,84,75220,10886 HARRY HINES BLVD,Apr 2018,FY2018
FAIRMONT HOTEL (PYRAMID),Routine,11/22/2016,94,75201,1717 N AKARD ST,Nov 2016,FY2017
TRADER JOES,Routine,11/02/2016,94,75240,14856 PRESTON RD #200,Nov 2016,FY2017
CENTERPLATE GO NATURAL #2  KIOSK,Routine,09/24/2018,100,75202,650 S GRIFFIN ST,Sep 2018,FY2018
TAQUERIA DELICIAS,Routine,01/24/2018,80,75216,114 E SANER AVE,Jan 2018,FY2018
ADERRT GRILL & SALAD,Routine,02/06/2018,88,75240,13410 PRESTON RD #J,Feb 2018,FY2018
KING'S ZONE,Routine,09/28/2017,100,75216,1294 E LEDBETTER DR,Sep 2017,FY2017
MAPLE LEAF DINER,Routine,03/16/2018,91,75230,12817 PRESTON RD #129,Mar 2018,FY2018
GRANDY'S,Routine,05/03/2017,67,75237,3230 W CAMP WISDOM RD,May 2017,FY2017
WAL-MART #3341 GROCERY,Routine,05/02/2018,97,75204,2305 N CENTRAL EXPW,May 2018,FY2018
JIMMY JOHNS GOURMET SANDWICHES,Routine,03/09/2017,93,75235,2222 MEDICAL DISTRICT DR #200,Mar 2017,FY2017
WHISKERS FISH & BURGERS,Routine,10/23/2018,85,75212,1702 SINGLETON BLVD,Oct 2018,FY2019
STATLER DINER,Routine,10/20/2017,93,75201,1914 COMMERCE ST,Oct 2017,FY2018
MOMO'S,Routine,07/16/2018,89,75201,2800 ROUTH ST #165,Jul 2018,FY2018
TIME SAVER FOOD MART,Routine,10/29/2016,96,75216,4418 S MARSALIS AVE,Oct 2016,FY2017
DAILY DAWN DONUTS,Routine,05/08/2018,83,75241,8702 S LANCASTER RD #110,May 2018,FY2018
7-11 #25764,Routine,10/23/2018,85,75238,10690 WALNUT HILL LN,Oct 2018,FY2019
TIENDA LATINA & BAKER,Routine,02/08/2018,77,75211,4950 W ILLINOIS AVE #115,Feb 2018,FY2018
7-ELEVEN,Routine,05/09/2019,86,75208,1023 S HAMPTON RD,May 2019,FY2019
MUKTA FOOD STORE,Routine,11/15/2017,90,75212,3900 N HAMPTON RD,Nov 2017,FY2018
WHOLE FOODS MARKET (KITCHEN),Routine,12/09/2016,86,75231,8190 PARK LN #351,Dec 2016,FY2017
SHOP N GO #3,Routine,02/12/2018,93,75240,8220 SPRING VALLEY RD #103,Feb 2018,FY2018
BIRDIE ALEXANDER ELEMENTARY,Routine,05/24/2017,93,75232,1830 GOLDWOOD DR,May 2017,FY2017
WALMART #5823 - DELI,Routine,11/20/2016,89,75231,6185 RETAIL RD STE #200,Nov 2016,FY2017
ANA'S RESTAURANT COMIDA MEXICANA LLC,Routine,04/05/2018,84,75219,4626 MAPLE AVE,Apr 2018,FY2018
JACK IN THE BOX,Follow-up,01/11/2019,92,75049,11404 GARLAND RD,Jan 2019,FY2019
SUSHI/KITCHEN,Routine,10/16/2018,72,75229,11422 HARRY HINES BLVD #210,Oct 2018,FY2019
50305 LA SABROCITA #3 FRUTERIA,Routine,12/28/2018,97,75227,9009 BRUTON RD 441,Dec 2018,FY2019
FOREST CENTRAL DELI & SUN,Routine,12/11/2018,83,75243,11551 FOREST CENTRAL DR #122,Dec 2018,FY2019
FOOD RITE MARKET - DELI,Routine,12/20/2017,80,75216,2215 S MARSALIS AVE,Dec 2017,FY2018
EL RIO GRANDE (CREMERIA),Routine,11/01/2016,92,75229,10909 WEBB CHAPEL RD #131,Nov 2016,FY2017
STONELEIGH HOTEL MAIN KITCHEN,Routine,04/30/2019,92,75201,2927 MAPLE AVE,Apr 2019,FY2019
TORTAS LA HECHIZERA,Routine,04/15/2019,91,75240,13531 MONTFORT DR #127,Apr 2019,FY2019
MOCKINGBIRD CAFE & GRILL,Routine,07/17/2017,82,75247,1111 W MOCKINGBIRD LN #150,Jul 2017,FY2017
TEXAS HORSE PARK,Routine,03/21/2017,91,75217,811 PEMBERTON HILL RD,Mar 2017,FY2017
SALVADOR CHIMAL,Routine,12/08/2016,97,75229,11200 HARRY HINES BLVD #D5,Dec 2016,FY2017
LINCOLN CAFE,Routine,03/08/2017,93,75201,500 N AKARD ST #220,Mar 2017,FY2017
VICTORS AT FOREST LANE,Routine,01/03/2017,92,75234,2920 FOREST LN,Jan 2017,FY2017
7-ELEVEN #12200,Routine,04/11/2018,82,75219,2529 OAK LAWN AVE,Apr 2018,FY2018
DAISY CAKES,Routine,09/19/2017,86,75209,5200 LEMMON AVE #101,Sep 2017,FY2017
DOMA SEOLLEONGTANG,Routine,03/24/2018,92,75229,11441 N STEMMONS FRWY #137,Mar 2018,FY2018
FRATERNAL ORDER OF EAGLES,Routine,10/27/2016,82,75228,8500 ARTURO DR,Oct 2016,FY2017
CAULDRON ICE CREAM,Routine,03/13/2019,96,75205,3001 KNOX ST #103,Mar 2019,FY2019
COLORADO STOP,Routine,05/13/2017,88,75203,837 N LANCASTER AVE,May 2017,FY2017
LA NUEVA PUNTADA,Routine,02/19/2019,85,75228,3520 N BUCKNER BLVD,Feb 2019,FY2019
SMOOTHIE KING #1128,Routine,07/06/2017,96,75219,3903 LEMMON AVE,Jul 2017,FY2017
SUBWAY,Routine,01/29/2019,90,75229,10053 MARSH LN,Jan 2019,FY2019
CENTRAL MARKET PRODUCE,Routine,01/11/2018,96,75206,5750 E LOVERS LN,Jan 2018,FY2018
DOLLAR TREE #2639,Routine,07/27/2017,87,75224,742 WYNNEWOOD VILLAGE,Jul 2017,FY2017
DEL NORTE BAKERY,Routine,07/12/2017,70,75228,7726 FERGUSON RD,Jul 2017,FY2017
FLY BAR @ LOVE FIELD,Routine,06/26/2017,92,75235,8008 HERB KELLEHER WAY L2001,Jun 2017,FY2017
KING SPA DELI,Routine,12/28/2018,76,75229,2143 JOE FIELD RD,Dec 2018,FY2019
W O A DIPPIN DOTS,Routine,08/30/2017,93,75203,650 S RL THORNTON FRWY,Aug 2017,FY2017
CIVELLO'S PASTA COMPANY LLC,Routine,02/27/2019,97,75204,1318 N PEAK ST,Feb 2019,FY2019
HOUNDSTOOTH COFFEE,Routine,01/14/2019,90,75231,9730 N CENTRAL EXPW,Jan 2019,FY2019
TOM THUMB/ STARBUCKS,Routine,04/14/2019,94,75209,7117 INWOOD RD,Apr 2019,FY2019
THE GREEN DRAGON,Routine,07/28/2017,87,75219,3889 MAPLE AVE,Jul 2017,FY2017
KOSTAS CAFE,Routine,01/18/2019,87,75206,4914 GREENVILLE AVE,Jan 2019,FY2019
POKE BOP,Routine,03/29/2017,88,75214,4140 ABRAMS RD,Mar 2017,FY2017
LOS SAPITOS,Routine,05/09/2019,94,75224,2260 W ILLINOIS AVE,May 2019,FY2019
60 VINES,Follow-up,02/26/2019,80,75201,500 CRESCENT CT #160,Feb 2019,FY2019
MCDONALDS,Routine,01/11/2018,97,75211,450 N MERRIFIELD RD,Jan 2018,FY2018
FAMILY DOLLAR STORE #10178,Routine,02/17/2017,87,75249,7570 MOUNTAIN CREEK PKWY,Feb 2017,FY2017
REGAL PLAZA CAFE,Routine,04/12/2018,82,75247,320 REGAL ROW #120,Apr 2018,FY2018
TERRACE #5015 DR. PEPPER PLANT,Routine,11/23/2016,96,75201,2500 VICTORY AVE TERR #0580,Nov 2016,FY2017
FOOD PLUS 3,Follow-up,09/15/2017,86,75227,9602 SCYENE RD,Sep 2017,FY2017
KICKSHAWS FAST GASTRO FOOD & DRINK,Routine,03/22/2017,86,75225,6713 W NORTHWEST HWY,Mar 2017,FY2017
DICKEY'S BARBECUE,Routine,01/25/2018,82,75235,8008 HERB KELLER WAY C2190,Jan 2018,FY2018
WAL-MART #2996 DELI,Routine,12/15/2017,96,75287,18121 MARSH LN,Dec 2017,FY2018
BROADWAY PIZZA,Routine,01/10/2018,88,75201,700 N PEARL EXPW #104,Jan 2018,FY2018
ALOFT DALLAS,Routine,06/26/2017,96,75202,1033 YOUNG ST #100,Jun 2017,FY2017
BURGER KING,Routine,10/10/2017,96,75237,7300 S COCKRELL HILL RD,Oct 2017,FY2018
DALLAS DREAMS CLUB,Routine,10/13/2017,84,75231,7035 GREENVILLE AVE #E,Oct 2017,FY2018
BUZZBREWS INC,Follow-up,07/17/2017,80,75204,4154 N CENTRAL EXPW,Jul 2017,FY2017
"SHARKS, FISH AND CHICKEN",Routine,04/02/2019,82,75041,9759 FOREST LN STE #120,Apr 2019,FY2019
INSPIRED VISION ACADEMY,Routine,04/28/2017,99,75217,8421 BOHANNON DR,Apr 2017,FY2017
FIESTA MART #58 KIOSK,Routine,10/24/2017,97,75240,8060 SPRING VALLEY RD,Oct 2017,FY2018
ITALIA EXPRESS,Routine,07/12/2018,86,75219,4000 CEDAR SPRINGS RD #A,Jul 2018,FY2018
SK DONUTS,Routine,10/18/2018,80,75246,4837 GASTON AVE,Oct 2018,FY2019
ANTOJITOS LA SULTANA INC.,Routine,07/12/2018,82,75211,616 SCHOOLDELL DR,Jul 2018,FY2018
JD'S BBQ,Routine,05/19/2017,96,75208,311 W JEFFERSON BLVD,May 2017,FY2017
BOUDE STOREY JR HIGH,Routine,11/08/2018,80,75216,3000 MARYLAND AVE,Nov 2018,FY2019
EL POLLO REGIO,Routine,02/12/2018,78,75218,11322 GARLAND RD,Feb 2018,FY2018
2100 DELI,Routine,11/20/2017,82,75201,2100 MCKINNEY AVE #150,Nov 2017,FY2018
DEL NORTE BAKERY,Routine,02/07/2017,86,75223,5507 LINDSLEY AVE,Feb 2017,FY2017
FAST FURIOUS,Follow-up,03/12/2019,81,75206,5915 GREENVILLE AVE,Mar 2019,FY2019
DEEP CUTS,Routine,05/10/2017,92,75248,7989 BELTLINE RD #146,May 2017,FY2017
PARLIAMENT BAR,Routine,03/01/2018,94,75204,2418 ALLEN ST,Mar 2018,FY2018
FUEL TOWN FUEL CITY TAQUERIA,Routine,02/01/2018,81,75220,2201 W NORTHWEST HWY,Feb 2018,FY2018
ADERRT GRILL & SALAD,Routine,08/28/2018,81,75240,13410 PRESTON RD #J,Aug 2018,FY2018
HARMONY MIDDLE SCHOOL CAFETERIA,Routine,10/04/2017,87,75243,11995 FORESTGATE DR,Oct 2017,FY2018
KIM NINH BAKERY,Routine,07/03/2017,86,75243,10560 WALNUT ST #600,Jul 2017,FY2017
MURPHYS DELI,Routine,12/20/2017,90,75219,2323 VICTORY AVE #150,Dec 2017,FY2018
TAQUERIA DONA SOCO,Routine,06/05/2017,90,75240,8136 SPRING VALLEY RD,Jun 2017,FY2017
HOT DONUTS & BAKERY,Routine,08/31/2018,95,75238,12915 JUPITER RD,Aug 2018,FY2018
WALMART #0949 GROCERY,Routine,04/20/2017,85,75237,3155 W WHEATLAND RD,Apr 2017,FY2017
SONRISA'S TAQUERIA BAR #2,Routine,02/17/2017,92,75223,2908 SAMUELL BLVD STE #101,Feb 2017,FY2017
DONUT TOWN,Routine,05/22/2018,92,75228,8686 FERGUSON RD #210,May 2018,FY2018
ELI FOOD MART,Routine,09/13/2018,95,75243,10190 FOREST LN #175,Sep 2018,FY2018
RICE ELEMENTARY SCHOOL,Routine,04/30/2018,96,75215,2425 PINE ST,Apr 2018,FY2018
OAK CLIFF BIBLE FELLOWSHIP (BLDG A),Routine,02/10/2017,94,75232,1808 W CAMP WISDOM RD,Feb 2017,FY2017
SHEBELLE ETHIOPIAN CUISINE,Routine,06/14/2018,92,75248,17194 PRESTON RD #140,Jun 2018,FY2018
CC:2841,Routine,12/16/2016,81,75229,2851 WALNUT HILL LN,Dec 2016,FY2017
MCALISTER'S DELI,Routine,01/26/2018,90,75039,6186 RETAIL RD #200,Jan 2018,FY2018
MIA'S MEXICAN RESTAURANT,Routine,01/29/2019,87,75236,4909 S COCKRELL HILL RD #140,Jan 2019,FY2019
STOP AND SAVE FOOD STORE,Routine,03/01/2017,81,75216,3525 SUNNYVALE ST,Mar 2017,FY2017
CHA CHA CHA,Routine,10/13/2017,93,75227,4916 MILITARY PKWY,Oct 2017,FY2018
EPISCOPAL SCHOOL OF DLS,Routine,11/01/2017,85,75229,4100 MERRELL RD,Nov 2017,FY2018
HI FLAMEZ,Routine,11/17/2016,94,75217,832 HOLCOMB RD,Nov 2016,FY2017
CRISTINA RESTAURANT,Routine,10/05/2018,81,75229,10909 WEBB CHAPEL RD #155,Oct 2018,FY2019
EL RIO GRANDE #1,Routine,01/08/2018,92,75235,5308 MAPLE AVE,Jan 2018,FY2018
MI COCINA,Routine,10/19/2017,88,75204,3699 MCKINNEY AVE #200,Oct 2017,FY2018
ROCCOS UPTOWN PIZZA & PASTA,Routine,11/05/2018,87,75204,2717 HOWELL ST STE A,Nov 2018,FY2019
POPCORN REPUBLIC,Routine,06/12/2018,99,75287,4701 FRANKFORD RD #225,Jun 2018,FY2018
DALLAS ELKS LODGE #71,Routine,08/23/2017,96,75238,8550 LULLWATER DR,Aug 2017,FY2017
STAR DONUTS,Routine,02/05/2019,92,75253,1130 S BELTLINE RD #300,Feb 2019,FY2019
HOOK LINE & SINKER,Routine,12/03/2018,91,75252,17600 PRESTON RD,Dec 2018,FY2019
CAFE MTV,Routine,08/16/2018,71,75243,10560 WALNUT ST #800,Aug 2018,FY2018
S & S ENTERPRISES,Routine,01/23/2019,96,75243,12800 ABRAMS RD,Jan 2019,FY2019
HAWTHORN DALLAS NEAR THE GALLERIA,Routine,02/16/2017,95,75240,7880 ALPHA RD,Feb 2017,FY2017
WIMPY'S JR,Routine,10/06/2016,81,75212,1802 SINGLETON BLVD,Oct 2016,FY2017
THE DELIVER HOPE FOUNDATION,Routine,09/27/2017,87,75237,4041 W WHEATLAND RD #126,Sep 2017,FY2017
MANNA FOOD STORE,Routine,10/21/2016,90,75217,7010 BRUTON RD,Oct 2016,FY2017
STEP IN DRIVE IN,Routine,06/27/2017,86,75227,7003 MILITARY PKWY,Jun 2017,FY2017
CIRCLE GRILL,Routine,10/20/2016,84,75228,3701 N BUCKNER BLVD,Oct 2016,FY2017
ASO ROCK RESTAURANT & LOUNGE,Routine,11/23/2016,82,75243,9220 SKILLMAN ST #115,Nov 2016,FY2017
THE FOUNDERY,Routine,10/17/2018,98,75208,2303 PITTMAN ST STE B,Oct 2018,FY2019
PILOT TRAVEL CENTER #433/WENDY'S,Routine,06/25/2018,91,75241,8787 S LANCASTER RD,Jun 2018,FY2018
CULINARY KITCHEN & BEYOND,Routine,03/12/2018,99,75220,2156 W NORTHWEST HWY #312,Mar 2018,FY2018
BROTHERHOOD FOOD MART,Routine,07/24/2018,85,75210,2803 LAGOW ST,Jul 2018,FY2018
BURGER KING,Routine,02/07/2017,93,75206,5119 ROSS AVE,Feb 2017,FY2017
RACETRAC PETROLEUM #514,Routine,01/23/2018,90,75243,12250 GREENVILLE AVE,Jan 2018,FY2018
WHOLE FOODS MARKET (KITCHEN),Routine,05/29/2018,87,75231,8190 PARK LN #351,May 2018,FY2018
LA CHIHUAHUITA,Routine,12/21/2016,92,75211,712 S WALTON WALKER BLVD STE 11-S,Dec 2016,FY2017
TOLLHILL COFFEE SHOP,Routine,03/11/2019,97,75230,5310 HARVEST HILL RD,Mar 2019,FY2019
GOODLUCK BURGERS & BEER,Routine,06/29/2018,93,75215,3210 S LAMAR ST,Jun 2018,FY2018
TOM THUMB #2642 STARBUCKS,Routine,12/12/2016,96,75206,5809 E LOVERS LN,Dec 2016,FY2017
CAFE AT NORTH HAVEN GARDENS,Routine,12/05/2018,94,75230,7700 NORTHAVEN RD,Dec 2018,FY2019
BLACK FOREST COFFEE,Routine,01/23/2019,93,75231,5801 E NORTHWEST HWY,Jan 2019,FY2019
FUZZY'S TACO SHOP,Routine,01/12/2017,90,75209,4740 W MOCKINGBIRD LN #101,Jan 2017,FY2017
SHOP N GO SK,Routine,11/22/2016,71,75204,1900 N HALL ST,Nov 2016,FY2017
CHICKEN N THINGS,Routine,01/31/2019,93,75215,2011 S LAMAR ST,Jan 2019,FY2019
EL TACASO,Routine,04/02/2019,89,75220,10025 HARRY HINES BLVD,Apr 2019,FY2019
"GBC FOOD SERVICES, LLC (INSIDE KROGER)",Routine,08/16/2018,90,75206,5665 E MOCKINGBIRD LN,Aug 2018,FY2018
LA PALOMA TAQUERIA,Routine,02/15/2017,80,75218,10118 GARLAND RD,Feb 2017,FY2017
LA GOURMET PIZZA,Routine,04/04/2018,88,75204,2709 MCKINNEY AVE,Apr 2018,FY2018
JEWISH COMMUNITY CENTER,Routine,05/09/2018,94,75230,7900 NORTHAVEN RD,May 2018,FY2018
WHOLE FOODS MARKET (BAKERY),Routine,11/29/2018,98,75231,8190 PARK LN #351,Nov 2018,FY2019
SAVE WAY FOOD STORE,Routine,10/30/2017,72,75216,1562 E ANN ARBOR AVE,Oct 2017,FY2018
PECAN LODGE,Routine,06/25/2017,93,75226,2702 MAIN ST,Jun 2017,FY2017
MARCOS PIZZA,Routine,06/07/2018,87,75248,17194 PRESTON RD #102,Jun 2018,FY2018
PHO BOWL,Follow-up,12/19/2016,90,75226,2807 COMMERCE ST,Dec 2016,FY2017
MCDONALDS,Routine,03/25/2019,91,75219,4439 LEMMON AVE,Mar 2019,FY2019
GLAZED KOLACHE AND DONUTS,Routine,12/12/2018,94,75240,5620 LBJ FRWY #500,Dec 2018,FY2019
HYATT HOUSE DALLAS/ LINCOLN PARK,Routine,01/26/2017,80,75225,8221 N CENTRAL EXPW,Jan 2017,FY2017
MOJO DONUTS,Routine,05/19/2017,87,75209,6522 LEMMON AVE,May 2017,FY2017
JOSE MAYS ELEMENTARY,Routine,08/30/2017,97,75220,9818 BROCKBANK DR,Aug 2017,FY2017
WALGREENS #04459,Routine,10/05/2018,99,75237,8120 S COCKRELL HILL RD,Oct 2018,FY2019
45 MINT,Routine,08/06/2018,93,75254,14902 PRESTON RD #512B,Aug 2018,FY2018
NRGIZE AT TAC,Routine,10/27/2016,93,75243,13900 N CENTRAL EXPW,Oct 2016,FY2017
SCARDELLO,Routine,01/16/2018,97,75219,3511 OAK LAWN AVE,Jan 2018,FY2018
CARILLON CAFE,Routine,04/23/2018,93,75240,13601 PRESTON RD #C-17,Apr 2018,FY2018
GATEWAY CHARTER ACADEMY,Routine,09/28/2018,80,75241,6103 HOUSTON SCHOOL RD,Sep 2018,FY2018
RAINBOW DONUTS,Routine,01/18/2017,80,75217,8302 LAKE JUNE RD,Jan 2017,FY2017
WILLIAMS FRIED CHICKEN,Routine,11/27/2018,93,75215,3009 MLK BLVD,Nov 2018,FY2019
SUBWAY,Routine,08/07/2017,92,75202,509 ELM ST #150,Aug 2017,FY2017
MCDONALDS,Routine,09/27/2017,87,75230,10720 PRESTON RD STE #1102,Sep 2017,FY2017
AL KABOB GRILL & CAFE,Routine,10/31/2017,81,75220,11357 HARRY HINES BLVD,Oct 2017,FY2018
BLUE BAMBOO,Routine,09/27/2017,88,75230,7777 FOREST LN #A074,Sep 2017,FY2017
BURGER STREET,Routine,01/24/2018,84,75243,9180 SKILLMAN ST,Jan 2018,FY2018
